bank_name,sector,prime_rate,max_rate,reporting_date
UNITED BANK FOR AFRICA,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-01-02
UNION BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",28.5,32.0,2026-01-02
UNITY BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",,,2026-01-02
WEMA BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",30.0,38.0,2026-01-02
ZENITH BANK,"WATER SUPPLY, SEWAGE, WASTE MANAGEMENT AND REMEDIATION",32.5,28.5,2026-01-02
ACCESS BANK,CONSTRUCTION,,,2026-01-02
ALPHA MORGAN BANK,CONSTRUCTION,25.5,32.0,2026-01-02
CITI BANK,CONSTRUCTION,28.0,32.0,2026-01-02
CORONATION MERCHANT BANK,CONSTRUCTION,19.5,24.0,2026-01-02
ECOBANK,CONSTRUCTION,,,2026-01-02
FBN QUEST MERCHANT BANK,CONSTRUCTION,26.75,35.0,2026-01-02
FCMB,CONSTRUCTION,,,2026-01-02
FIDELITY BANK,CONSTRUCTION,31.0,46.1,2026-01-02
FIRST BANK OF NIGERIA,CONSTRUCTION,30.0,36.0,2026-01-02
FSDH MERCHANT BANK,CONSTRUCTION,26.0,36.0,2026-01-02
GLOBUS BANK LTD,CONSTRUCTION,30.0,30.0,2026-01-02
GREENWICH MERCHANT BANK,CONSTRUCTION,31.0,33.0,2026-01-02
GUARANTY TRUST BANK,CONSTRUCTION,,,2026-01-02
KEYSTONE BANK LTD,CONSTRUCTION,24.0,32.0,2026-01-02
NOVA BANK,CONSTRUCTION,30.5,36.0,2026-01-02
OPTIMUS BANK,CONSTRUCTION,30.0,20.0,2026-01-02
PARALLEX BANK,CONSTRUCTION,28.5,35.0,2026-01-02
POLARIS BANK,CONSTRUCTION,30.0,32.5,2026-01-02
PREMIUM TRUST BANK,CONSTRUCTION,29.0,36.0,2026-01-02
PROVIDUS BANK,CONSTRUCTION,28.0,35.0,2026-01-02
RAND MERCHANT BANK NIG. LTD,CONSTRUCTION,27.0,35.0,2026-01-02
SIGNATURE BANK,CONSTRUCTION,,,2026-01-02
STANBIC IBTC,CONSTRUCTION,32.0,36.0,2026-01-02
STANDARD CHARTERED BANK,CONSTRUCTION,1.0,60.0,2026-01-02
STERLING BANK,CONSTRUCTION,23.0,26.0,2026-01-02
SUNTRUST BANK,CONSTRUCTION,27.5,35.0,2026-01-02
TATUM BANK,CONSTRUCTION,22.0,33.0,2026-01-02
UNITED BANK FOR AFRICA,CONSTRUCTION,,,2026-01-02
UNION BANK,CONSTRUCTION,28.5,32.0,2026-01-02
UNITY BANK,CONSTRUCTION,12.0,37.0,2026-01-02
WEMA BANK,CONSTRUCTION,30.0,38.0,2026-01-02
ZENITH BANK,CONSTRUCTION,32.5,34.5,2026-01-02
ACCESS BANK,INFORMATION AND COMMUNICATION,,,2026-01-02
ALPHA MORGAN BANK,INFORMATION AND COMMUNICATION,25.5,32.0,2026-01-02
CITI BANK,INFORMATION AND COMMUNICATION,28.0,32.0,2026-01-02
CORONATION MERCHANT BANK,INFORMATION AND COMMUNICATION,19.5,24.0,2026-01-02
ECOBANK,INFORMATION AND COMMUNICATION,33.0,33.0,2026-01-02
FBN QUEST MERCHANT BANK,INFORMATION AND COMMUNICATION,26.75,35.0,2026-01-02
FCMB,INFORMATION AND COMMUNICATION,30.0,30.0,2026-01-02
FIDELITY BANK,INFORMATION AND COMMUNICATION,31.0,46.1,2026-01-02
FIRST BANK OF NIGERIA,INFORMATION AND COMMUNICATION,30.0,36.0,2026-01-02
FSDH MERCHANT BANK,INFORMATION AND COMMUNICATION,26.0,35.0,2026-01-02
GLOBUS BANK LTD,INFORMATION AND COMMUNICATION,31.5,31.5,2026-01-02
GREENWICH MERCHANT BANK,INFORMATION AND COMMUNICATION,31.0,33.0,2026-01-02
GUARANTY TRUST BANK,INFORMATION AND COMMUNICATION,27.0,30.0,2026-01-02
KEYSTONE BANK LTD,INFORMATION AND COMMUNICATION,26.5,31.0,2026-01-02
NOVA BANK,INFORMATION AND COMMUNICATION,30.5,36.0,2026-01-02
OPTIMUS BANK,INFORMATION AND COMMUNICATION,30.0,20.0,2026-01-02
PARALLEX BANK,INFORMATION AND COMMUNICATION,28.5,35.0,2026-01-02
POLARIS BANK,INFORMATION AND COMMUNICATION,30.0,32.5,2026-01-02
PREMIUM TRUST BANK,INFORMATION AND COMMUNICATION,29.0,36.6,2026-01-02
PROVIDUS BANK,INFORMATION AND COMMUNICATION,28.0,24.0,2026-01-02
RAND MERCHANT BANK NIG. LTD,INFORMATION AND COMMUNICATION,27.0,35.0,2026-01-02
SIGNATURE BANK,INFORMATION AND COMMUNICATION,22.0,24.0,2026-01-02
STANBIC IBTC,INFORMATION AND COMMUNICATION,,,2026-01-02
STANDARD CHARTERED BANK,INFORMATION AND COMMUNICATION,8.0,31.25,2026-01-02
STERLING BANK,INFORMATION AND COMMUNICATION,23.0,26.0,2026-01-02
SUNTRUST BANK,INFORMATION AND COMMUNICATION,27.5,35.0,2026-01-02
TATUM BANK,INFORMATION AND COMMUNICATION,25.5,26.0,2026-01-02
UNITED BANK FOR AFRICA,INFORMATION AND COMMUNICATION,,,2026-01-02
UNION BANK,INFORMATION AND COMMUNICATION,28.5,32.0,2026-01-02
UNITY BANK,INFORMATION AND COMMUNICATION,,,2026-01-02
WEMA BANK,INFORMATION AND COMMUNICATION,30.0,38.0,2026-01-02
ZENITH BANK,INFORMATION AND COMMUNICATION,32.5,34.5,2026-01-02
ACCESS BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-01-02
ALPHA MORGAN BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",25.5,30.0,2026-01-02
CITI BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-01-02
CORONATION MERCHANT BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",19.5,24.0,2026-01-02
ECOBANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-01-02
FBN QUEST MERCHANT BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",26.75,35.0,2026-01-02
FCMB,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-01-02
FIDELITY BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",31.0,46.1,2026-01-02
FIRST BANK OF NIGERIA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",30.0,36.0,2026-01-02
FSDH MERCHANT BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",26.0,36.0,2026-01-02
GLOBUS BANK LTD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",31.0,32.0,2026-01-02
GREENWICH MERCHANT BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",31.0,33.0,2026-01-02
GUARANTY TRUST BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",27.0,30.0,2026-01-02
KEYSTONE BANK LTD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",28.0,31.5,2026-01-02
NOVA BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",30.5,36.0,2026-01-02
OPTIMUS BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-01-02
PARALLEX BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",28.5,35.0,2026-01-02
POLARIS BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",30.0,32.5,2026-01-02
PREMIUM TRUST BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",29.0,36.0,2026-01-02
PROVIDUS BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",28.0,31.5,2026-01-02
RAND MERCHANT BANK NIG. LTD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",27.0,35.0,2026-01-02
SIGNATURE BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-01-02
STANBIC IBTC,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-01-02
STANDARD CHARTERED BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",8.0,60.0,2026-01-02
STERLING BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",23.0,26.0,2026-01-02
SUNTRUST BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",27.5,35.0,2026-01-02
TATUM BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-01-02
UNITED BANK FOR AFRICA,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,2026-01-02
UNION BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",28.5,32.0,2026-01-02
UNITY BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",32.0,37.0,2026-01-02
WEMA BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",30.0,38.0,2026-01-02
ZENITH BANK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",32.5,34.5,2026-01-02
ACCESS BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-02
ALPHA MORGAN BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,25.5,32.0,2026-01-02
CITI BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-02
CORONATION MERCHANT BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,19.5,24.0,2026-01-02
ECOBANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-02
FBN QUEST MERCHANT BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,26.75,35.0,2026-01-02
FCMB,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-02
FIDELITY BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,31.0,40.0,2026-01-02
FIRST BANK OF NIGERIA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,30.0,36.0,2026-01-02
FSDH MERCHANT BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,26.0,32.0,2026-01-02
GLOBUS BANK LTD,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-02
GREENWICH MERCHANT BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,31.0,33.0,2026-01-02
GUARANTY TRUST BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,27.0,30.0,2026-01-02
KEYSTONE BANK LTD,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-02
NOVA BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,30.5,36.0,2026-01-02
OPTIMUS BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-02
PARALLEX BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,28.5,35.0,2026-01-02
POLARIS BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,30.0,32.5,2026-01-02
PREMIUM TRUST BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,29.0,36.0,2026-01-02
PROVIDUS BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,28.0,30.0,2026-01-02
RAND MERCHANT BANK NIG. LTD,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,27.0,35.0,2026-01-02
SIGNATURE BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-02
STANBIC IBTC,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-02
STANDARD CHARTERED BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,1.0,60.0,2026-01-02
STERLING BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,23.0,26.0,2026-01-02
SUNTRUST BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,27.5,35.0,2026-01-02
TATUM BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,22.0,35.0,2026-01-02
UNITED BANK FOR AFRICA,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-02
UNION BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,28.5,32.0,2026-01-02
UNITY BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,2026-01-02
WEMA BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,30.0,38.0,2026-01-02
ZENITH BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,32.5,34.5,2026-01-02
ACCESS BANK,EDUCATION,,,2026-01-02
ALPHA MORGAN BANK,EDUCATION,25.5,32.0,2026-01-02
CITI BANK,EDUCATION,,,2026-01-02
CORONATION MERCHANT BANK,EDUCATION,19.5,24.0,2026-01-02
ECOBANK,EDUCATION,,,2026-01-02
FBN QUEST MERCHANT BANK,EDUCATION,26.75,35.0,2026-01-02
FCMB,EDUCATION,,,2026-01-02
FIDELITY BANK,EDUCATION,31.0,46.1,2026-01-02
FIRST BANK OF NIGERIA,EDUCATION,30.0,36.0,2026-01-02
FSDH MERCHANT BANK,EDUCATION,26.0,37.0,2026-01-02
GLOBUS BANK LTD,EDUCATION,,,2026-01-02
GREENWICH MERCHANT BANK,EDUCATION,31.0,33.0,2026-01-02
GUARANTY TRUST BANK,EDUCATION,,,2026-01-02
KEYSTONE BANK LTD,EDUCATION,31.0,32.0,2026-01-02
NOVA BANK,EDUCATION,30.5,36.0,2026-01-02
OPTIMUS BANK,EDUCATION,,,2026-01-02
PARALLEX BANK,EDUCATION,28.5,35.0,2026-01-02
POLARIS BANK,EDUCATION,30.0,32.5,2026-01-02
PREMIUM TRUST BANK,EDUCATION,29.0,37.0,2026-01-02
PROVIDUS BANK,EDUCATION,28.0,35.0,2026-01-02
RAND MERCHANT BANK NIG. LTD,EDUCATION,27.0,35.0,2026-01-02
SIGNATURE BANK,EDUCATION,,,2026-01-02
STANBIC IBTC,EDUCATION,,,2026-01-02
STANDARD CHARTERED BANK,EDUCATION,1.0,36.25,2026-01-02
STERLING BANK,EDUCATION,23.0,26.0,2026-01-02
SUNTRUST BANK,EDUCATION,27.5,35.0,2026-01-02
TATUM BANK,EDUCATION,22.0,22.0,2026-01-02
UNITED BANK FOR AFRICA,EDUCATION,,,2026-01-02
UNION BANK,EDUCATION,28.5,32.0,2026-01-02
UNITY BANK,EDUCATION,28.0,28.0,2026-01-02
WEMA BANK,EDUCATION,30.0,38.0,2026-01-02
ZENITH BANK,EDUCATION,32.5,34.5,2026-01-02
ACCESS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-02
ALPHA MORGAN BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,25.5,32.0,2026-01-02
CITI BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-02
CORONATION MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,19.5,24.0,2026-01-02
ECOBANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-02
FBN QUEST MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,26.75,35.0,2026-01-02
FCMB,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-02
FIDELITY BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,31.0,46.1,2026-01-02
FIRST BANK OF NIGERIA,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,36.0,2026-01-02
FSDH MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,26.0,36.0,2026-01-02
GLOBUS BANK LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.0,33.0,2026-01-02
GREENWICH MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,31.0,33.0,2026-01-02
GUARANTY TRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-02
KEYSTONE BANK LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.5,32.0,2026-01-02
NOVA BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.5,36.0,2026-01-02
OPTIMUS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-02
PARALLEX BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.5,35.0,2026-01-02
POLARIS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,32.5,2026-01-02
PREMIUM TRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,29.0,36.0,2026-01-02
PROVIDUS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.0,33.0,2026-01-02
RAND MERCHANT BANK NIG. LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,27.0,35.0,2026-01-02
SIGNATURE BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-02
STANBIC IBTC,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-02
STANDARD CHARTERED BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,1.0,48.0,2026-01-02
STERLING BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,23.0,26.0,2026-01-02
SUNTRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,27.5,35.0,2026-01-02
TATUM BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-02
UNITED BANK FOR AFRICA,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-01-02
UNION BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.5,32.0,2026-01-02
UNITY BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.75,31.0,2026-01-02
WEMA BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,38.0,2026-01-02
ZENITH BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,32.5,34.5,2026-01-02
ACCESS BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
ALPHA MORGAN BANK,"ARTS, ENTERTAINMENT AND RECREATION",25.5,32.0,2026-01-02
CITI BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
CORONATION MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
ECOBANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
FBN QUEST MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
FCMB,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
FIDELITY BANK,"ARTS, ENTERTAINMENT AND RECREATION",31.0,46.1,2026-01-02
FIRST BANK OF NIGERIA,"ARTS, ENTERTAINMENT AND RECREATION",30.0,36.0,2026-01-02
FSDH MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",26.0,32.0,2026-01-02
GLOBUS BANK LTD,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
GREENWICH MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",31.0,33.0,2026-01-02
GUARANTY TRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
KEYSTONE BANK LTD,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
NOVA BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.5,36.0,2026-01-02
OPTIMUS BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
PARALLEX BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.5,35.0,2026-01-02
POLARIS BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.0,32.5,2026-01-02
PREMIUM TRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",29.0,36.0,2026-01-02
PROVIDUS BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.0,35.0,2026-01-02
RAND MERCHANT BANK NIG. LTD,"ARTS, ENTERTAINMENT AND RECREATION",27.0,35.0,2026-01-02
SIGNATURE BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
STANBIC IBTC,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
STANDARD CHARTERED BANK,"ARTS, ENTERTAINMENT AND RECREATION",1.0,48.0,2026-01-02
STERLING BANK,"ARTS, ENTERTAINMENT AND RECREATION",23.0,26.0,2026-01-02
SUNTRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",27.5,35.0,2026-01-02
TATUM BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
UNITED BANK FOR AFRICA,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
UNION BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.5,32.0,2026-01-02
UNITY BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-01-02
WEMA BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.0,38.0,2026-01-02
ZENITH BANK,"ARTS, ENTERTAINMENT AND RECREATION",32.5,34.5,2026-01-02
ACCESS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
ALPHA MORGAN BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
CITI BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
CORONATION MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,19.5,24.0,2026-01-02
ECOBANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
FBN QUEST MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
FCMB,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
FIDELITY BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,31.0,,2026-01-02
FIRST BANK OF NIGERIA,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.0,36.0,2026-01-02
FSDH MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
GLOBUS BANK LTD,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
GREENWICH MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,31.0,33.0,2026-01-02
GUARANTY TRUST BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
KEYSTONE BANK LTD,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
NOVA BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.5,36.0,2026-01-02
OPTIMUS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
PARALLEX BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,28.5,35.0,2026-01-02
POLARIS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.0,32.5,2026-01-02
PREMIUM TRUST BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
PROVIDUS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,28.0,,2026-01-02
RAND MERCHANT BANK NIG. LTD,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,27.0,35.0,2026-01-02
SIGNATURE BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
STANBIC IBTC,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
STANDARD CHARTERED BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,8.0,31.25,2026-01-02
STERLING BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,23.0,26.0,2026-01-02
SUNTRUST BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,27.5,35.0,2026-01-02
TATUM BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
UNITED BANK FOR AFRICA,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
UNION BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,28.5,32.0,2026-01-02
UNITY BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
WEMA BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.0,38.0,2026-01-02
ZENITH BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-01-02
ACCESS BANK,POWER AND ENERGY,,,2026-01-02
ALPHA MORGAN BANK,POWER AND ENERGY,25.5,30.0,2026-01-02
CITI BANK,POWER AND ENERGY,,,2026-01-02
CORONATION MERCHANT BANK,POWER AND ENERGY,19.5,24.0,2026-01-02
ECOBANK,POWER AND ENERGY,,,2026-01-02
FBN QUEST MERCHANT BANK,POWER AND ENERGY,26.75,26.75,2026-01-02
FCMB,POWER AND ENERGY,,,2026-01-02
FIDELITY BANK,POWER AND ENERGY,28.0,31.0,2026-01-02
FIRST BANK OF NIGERIA,POWER AND ENERGY,30.0,36.0,2026-01-02
FSDH MERCHANT BANK,POWER AND ENERGY,26.0,32.0,2026-01-02
GLOBUS BANK LTD,POWER AND ENERGY,28.5,28.5,2026-01-02
GREENWICH MERCHANT BANK,POWER AND ENERGY,31.0,33.0,2026-01-02
GUARANTY TRUST BANK,POWER AND ENERGY,,,2026-01-02
KEYSTONE BANK LTD,POWER AND ENERGY,11.0,11.0,2026-01-02
NOVA BANK,POWER AND ENERGY,30.5,36.0,2026-01-02
OPTIMUS BANK,POWER AND ENERGY,30.0,20.0,2026-01-02
PARALLEX BANK,POWER AND ENERGY,28.5,35.0,2026-01-02
POLARIS BANK,POWER AND ENERGY,30.0,32.5,2026-01-02
PREMIUM TRUST BANK,POWER AND ENERGY,29.0,36.0,2026-01-02
PROVIDUS BANK,POWER AND ENERGY,28.0,30.0,2026-01-02
RAND MERCHANT BANK NIG. LTD,POWER AND ENERGY,27.0,35.0,2026-01-02
SIGNATURE BANK,POWER AND ENERGY,,,2026-01-02
STANBIC IBTC,POWER AND ENERGY,,,2026-01-02
STANDARD CHARTERED BANK,POWER AND ENERGY,8.0,48.0,2026-01-02
STERLING BANK,POWER AND ENERGY,23.0,26.0,2026-01-02
SUNTRUST BANK,POWER AND ENERGY,27.5,35.0,2026-01-02
TATUM BANK,POWER AND ENERGY,,,2026-01-02
UNITED BANK FOR AFRICA,POWER AND ENERGY,,,2026-01-02
UNION BANK,POWER AND ENERGY,28.5,32.0,2026-01-02
